datetime,pm_occupancy,mt_occupancy,ml_occupancy,,
08/12/2018 6:15,0,2,0,,
08/12/2018 6:30,0,2,0,,
08/12/2018 6:45,0,2,0,,
08/12/2018 7:00,0,2,0,,
08/12/2018 7:15,0,3,0,,
08/12/2018 7:30,0,3,0,,
08/12/2018 7:45,0,3,0,,
08/12/2018 8:00,0,3,0,,
08/12/2018 8:15,0,3,0,,
08/12/2018 8:30,0,3,0,,
08/12/2018 8:45,0,2,0,,
08/12/2018 9:00,0,2,0,,
08/12/2018 9:15,0,4,0,,
08/12/2018 9:30,0,11,0,,
08/12/2018 9:45,0,18,0,,
08/12/2018 10:00,0,19,0,,
08/12/2018 10:15,1,22,0,,
08/12/2018 10:30,1,25,0,,
08/12/2018 10:45,1,26,0,,
08/12/2018 11:00,1,22,0,,
08/12/2018 11:15,0,19,0,,
08/12/2018 11:30,0,18,0,,
08/12/2018 11:45,1,22,0,,
08/12/2018 12:00,1,24,0,,
08/12/2018 12:15,1,26,0,,
08/12/2018 12:30,1,29,0,,
08/12/2018 12:45,2,28,0,,
08/12/2018 13:00,0,26,0,,
08/12/2018 13:15,1,26,0,,
08/12/2018 13:30,1,27,0,,
08/12/2018 13:45,1,28,0,,
08/12/2018 14:00,1,26,0,,
08/12/2018 14:15,0,28,0,,
08/12/2018 14:30,0,27,0,,
08/12/2018 14:45,0,29,0,,
08/12/2018 15:00,0,28,0,,
08/12/2018 15:15,0,27,0,,
08/12/2018 15:30,0,23,0,,
08/12/2018 15:45,0,26,0,,
08/12/2018 16:00,0,26,0,,
08/12/2018 16:15,0,27,0,,
08/12/2018 16:30,0,27,0,,
08/12/2018 16:45,0,27,0,,
08/12/2018 17:00,1,26,0,,
08/12/2018 17:15,2,26,0,,
08/12/2018 17:30,2,27,0,,
08/12/2018 17:45,2,25,0,,
08/12/2018 18:00,2,29,0,,
08/12/2018 18:15,2,30,0,,
08/12/2018 18:30,1,25,0,,
08/12/2018 18:45,2,27,0,,
08/12/2018 19:00,1,30,0,,
08/12/2018 19:15,1,29,0,,
08/12/2018 19:30,2,24,0,,
08/12/2018 19:45,3,29,0,,
