"Terminal Date","Amount","Paid Duration","Park","Meter Description","End Date"
"43311.618055555555","0.75","45 m ","Town of Amherst, MA","BA Main","43311.649305555555"
"43311.61666666667","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43311.68958333333"
"43311.61319444444","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43311.66527777778"
"43311.6125","1.0","1 h ","Town of Amherst, MA","BA Main","43311.65416666667"
"43311.611805555556","0.25","15 m ","Town of Amherst, MA","BA Main","43311.62222222222"
"43311.60833333333","0.25","15 m ","Town of Amherst, MA","BA Main","43311.61875"
"43311.603472222225","0.65","39 m ","Town of Amherst, MA","BA Main","43311.63055555556"
"43311.60138888889","0.5","30 m ","Town of Amherst, MA","BA Main","43311.62222222222"
"43311.59583333333","1.2","1 h 12 m ","Town of Amherst, MA","BA Main","43311.645833333336"
"43311.58819444444","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43311.64027777778"
"43311.586805555555","0.5","30 m ","Town of Amherst, MA","SP Main","43311.60763888889"
"43311.58611111111","0.5","30 m ","Town of Amherst, MA","BA Main","43311.606944444444"
"43311.58194444444","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43311.64444444444"
"43311.580555555556","0.35","21 m ","Town of Amherst, MA","BA Main","43311.595138888886"
"43311.57986111111","0.5","30 m ","Town of Amherst, MA","BA Main","43311.600694444445"
"43311.57986111111","2.0","2 h ","Town of Amherst, MA","SP Main","43311.663194444445"
"43311.575694444444","0.5","30 m ","Town of Amherst, MA","BA Main","43311.59652777778"
"43311.563888888886","1.0","1 h ","Town of Amherst, MA","BA Main","43311.60555555556"
"43311.55694444444","0.75","45 m ","Town of Amherst, MA","BA Main","43311.58819444444"
"43311.55347222222","1.0","1 h ","Town of Amherst, MA","BA Main","43311.595138888886"
"43311.552083333336","0.25","15 m ","Town of Amherst, MA","BA Main","43311.5625"
"43311.55138888889","0.25","15 m ","Town of Amherst, MA","BA Main","43311.56180555555"
"43311.54375","0.75","45 m ","Town of Amherst, MA","BA Main","43311.575"
"43311.53888888889","0.5","30 m ","Town of Amherst, MA","BA Main","43311.55972222222"
"43311.538194444445","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43311.61111111111"
"43311.5375","2.0","2 h ","Town of Amherst, MA","BA Main","43311.620833333334"
"43311.53680555556","0.25","15 m ","Town of Amherst, MA","SP Main","43311.54722222222"
"43311.53472222222","0.4","24 m ","Town of Amherst, MA","BA Main","43311.55138888889"
"43311.53055555555","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43311.603472222225"
"43311.529861111114","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43311.63402777778"
"43311.52847222222","1.0","1 h ","Town of Amherst, MA","BA Main","43311.57013888889"
"43311.52638888889","1.0","1 h ","Town of Amherst, MA","SP Main","43311.56805555556"
"43311.52638888889","4.0","4 h ","Town of Amherst, MA","BA Main","43311.69305555556"
"43311.525","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43311.57708333333"
"43311.52291666667","3.0","3 h ","Town of Amherst, MA","BA Main","43311.64791666667"
"43311.521527777775","4.0","4 h ","Town of Amherst, MA","BA Main","43311.68819444445"
"43311.518055555556","0.25","15 m ","Town of Amherst, MA","BA Main","43311.52847222222"
"43311.51736111111","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43311.569444444445"
"43311.51458333333","1.6","1 h 36 m ","Town of Amherst, MA","SP Main","43311.58125"
"43311.51180555556","4.0","4 h ","Town of Amherst, MA","SP Main","43311.67847222222"
"43311.51111111111","0.45","27 m ","Town of Amherst, MA","BA Main","43311.529861111114"
"43311.509722222225","1.0","1 h ","Town of Amherst, MA","SP Main","43311.55138888889"
"43311.50902777778","0.5","30 m ","Town of Amherst, MA","BA Main","43311.529861111114"
"43311.506944444445","1.0","1 h ","Town of Amherst, MA","BA Main","43311.54861111111"
"43311.50277777778","1.0","1 h ","Town of Amherst, MA","SP Main","43311.544444444444"
"43311.5","0.25","15 m ","Town of Amherst, MA","BA Main","43311.510416666664"
"43311.49930555555","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43311.572222222225"
"43311.49791666667","2.0","2 h ","Town of Amherst, MA","BA Main","43311.58125"
"43311.49791666667","0.4","24 m ","Town of Amherst, MA","SP Main","43311.51458333333"
"43311.49722222222","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43311.55972222222"
"43311.49375","1.7","1 h 42 m ","Town of Amherst, MA","SP Main","43311.56458333333"
"43311.49236111111","0.25","15 m ","Town of Amherst, MA","BA Main","43311.50277777778"
"43311.48819444444","1.45","2 h 15 m ","Town of Amherst, MA","SP Main","43311.55972222222"
"43311.481944444444","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43311.544444444444"
"43311.47986111111","0.8","48 m ","Town of Amherst, MA","BA Main","43311.513194444444"
"43311.479166666664","0.75","45 m ","Town of Amherst, MA","BA Main","43311.510416666664"
"43311.47083333333","0.25","15 m ","Town of Amherst, MA","BA Main","43311.48125"
"43311.46944444445","0.25","15 m ","Town of Amherst, MA","BA Main","43311.47986111111"
"43311.46597222222","1.0","1 h ","Town of Amherst, MA","BA Main","43311.50763888889"
"43311.46597222222","0.8","48 m ","Town of Amherst, MA","SP Main","43311.49930555555"
"43311.44652777778","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43311.51944444444"
"43311.44583333333","0.25","15 m ","Town of Amherst, MA","BA Main","43311.45625"
"43311.44513888889","0.25","15 m ","Town of Amherst, MA","BA Main","43311.455555555556"
"43311.44305555556","0.25","15 m ","Town of Amherst, MA","BA Main","43311.45347222222"
"43311.441666666666","0.5","30 m ","Town of Amherst, MA","BA Main","43311.4625"
"43311.44027777778","0.1","6 m ","Town of Amherst, MA","BA Main","43311.444444444445"
"43311.436111111114","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43311.50902777778"
"43311.43263888889","0.1","6 m ","Town of Amherst, MA","SP Main","43311.43680555555"
"43311.430555555555","0.75","45 m ","Town of Amherst, MA","BA Main","43311.461805555555"
"43311.42847222222","0.75","45 m ","Town of Amherst, MA","BA Main","43311.45972222222"
"43311.40972222222","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43311.461805555555"
"43311.40902777778","0.5","30 m ","Town of Amherst, MA","BA Main","43311.42986111111"
"43311.40833333333","0.1","6 m ","Town of Amherst, MA","BA Main","43311.4125"
"43311.39097222222","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43311.44305555556"
"43311.38958333333","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43311.45208333333"
"43311.37013888889","0.35","21 m ","Town of Amherst, MA","BA Main","43311.384722222225"
"43311.36319444444","0.3","18 m ","Town of Amherst, MA","BA Main","43311.37569444445"
"43311.33888888889","1.0","1 h ","Town of Amherst, MA","BA Main","43311.38055555556"
"43310.81180555555","0.5","30 m ","Town of Amherst, MA","BA Main","43310.83263888889"
"43310.80416666667","2.0","2 h ","Town of Amherst, MA","SP Main","43310.8875"
"43310.631944444445","0.25","15 m ","Town of Amherst, MA","SP Main","43310.64236111111"
"43310.58472222222","2.0","2 h ","Town of Amherst, MA","BA Main","43310.66805555556"
"43310.525","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43310.629166666666"
"43310.52291666667","1.0","1 h ","Town of Amherst, MA","BA Main","43310.56458333333"
"43309.82847222222","0.15","9 m ","Town of Amherst, MA","BA Main","43309.83472222222"
"43309.825","0.25","15 m ","Town of Amherst, MA","BA Main","43309.83541666667"
"43309.82361111111","0.5","30 m ","Town of Amherst, MA","SP Main","43309.84444444445"
"43309.81736111111","0.35","21 m ","Town of Amherst, MA","SP Main","43309.83194444444"
"43309.805555555555","0.5","30 m ","Town of Amherst, MA","BA Main","43309.82638888889"
"43309.8","0.5","30 m ","Town of Amherst, MA","SP Main","43309.82083333333"
"43309.79722222222","1.0","1 h ","Town of Amherst, MA","BA Main","43309.83888888889"
"43309.79583333333","1.0","1 h ","Town of Amherst, MA","BA Main","43309.8375"
"43309.79236111111","0.5","30 m ","Town of Amherst, MA","BA Main","43309.81319444445"
"43309.79236111111","1.0","1 h ","Town of Amherst, MA","SP Main","43309.834027777775"
"43309.785416666666","1.1","1 h 6 m ","Town of Amherst, MA","BA Main","43309.83125"
"43309.78125","1.0","1 h ","Town of Amherst, MA","BA Main","43309.822916666664"
"43309.779861111114","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.842361111114"
"43309.774305555555","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.836805555555"
"43309.77222222222","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.83472222222"
"43309.76388888889","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43309.868055555555"
"43309.759722222225","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43309.83263888889"
"43309.75833333333","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43309.83125"
"43309.75763888889","0.25","15 m ","Town of Amherst, MA","BA Main","43309.768055555556"
"43309.756944444445","1.0","1 h ","Town of Amherst, MA","BA Main","43309.79861111111"
"43309.75347222222","3.25","3 h 15 m ","Town of Amherst, MA","SP Main","43309.88888888889"
"43309.75277777778","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.81527777778"
"43309.748611111114","2.0","2 h ","Town of Amherst, MA","SP Main","43309.83194444444"
"43309.74722222222","0.75","45 m ","Town of Amherst, MA","BA Main","43309.77847222222"
"43309.745833333334","1.0","1 h ","Town of Amherst, MA","BA Main","43309.7875"
"43309.73888888889","2.0","2 h ","Town of Amherst, MA","BA Main","43309.822222222225"
"43309.73472222222","1.0","1 h ","Town of Amherst, MA","BA Main","43309.77638888889"
"43309.73333333333","0.5","30 m ","Town of Amherst, MA","BA Main","43309.754166666666"
"43309.731944444444","0.55","33 m ","Town of Amherst, MA","BA Main","43309.75486111111"
"43309.73125","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.79375"
"43309.722916666666","0.5","30 m ","Town of Amherst, MA","BA Main","43309.74375"
"43309.720138888886","1.7","1 h 42 m ","Town of Amherst, MA","BA Main","43309.790972222225"
"43309.71805555555","0.9","54 m ","Town of Amherst, MA","BA Main","43309.75555555556"
"43309.71319444444","0.5","1 h 21 m ","Town of Amherst, MA","BA Main","43309.768055555556"
"43309.711805555555","0.85","51 m ","Town of Amherst, MA","BA Main","43309.74722222222"
"43309.7125","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.775"
"43309.709027777775","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.771527777775"
"43309.70763888889","1.0","1 h ","Town of Amherst, MA","SP Main","43309.74930555555"
"43309.70486111111","1.0","1 h ","Town of Amherst, MA","BA Main","43309.74652777778"
"43309.70416666667","0.15","9 m ","Town of Amherst, MA","SP Main","43309.71041666667"
"43309.70277777778","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43309.77569444444"
"43309.69652777778","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43309.80069444444"
"43309.69583333333","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43309.78958333333"
"43309.691666666666","3.5","3 h 30 m ","Town of Amherst, MA","BA Main","43309.8375"
"43309.69027777778","3.75","3 h 45 m ","Town of Amherst, MA","BA Main","43309.84652777778"
"43309.68819444445","3.5","3 h 30 m ","Town of Amherst, MA","BA Main","43309.834027777775"
"43309.68819444445","4.0","4 h ","Town of Amherst, MA","SP Main","43309.85486111111"
"43309.68680555555","0.5","30 m ","Town of Amherst, MA","BA Main","43309.70763888889"
"43309.68402777778","4.0","4 h ","Town of Amherst, MA","BA Main","43309.850694444445"
"43309.68402777778","0.5","30 m ","Town of Amherst, MA","SP Main","43309.70486111111"
"43309.67083333333","4.0","4 h ","Town of Amherst, MA","BA Main","43309.8375"
"43309.66805555556","4.0","4 h ","Town of Amherst, MA","BA Main","43309.83472222222"
"43309.66805555556","0.75","45 m ","Town of Amherst, MA","SP Main","43309.69930555556"
"43309.66388888889","0.2","12 m ","Town of Amherst, MA","SP Main","43309.67222222222"
"43309.66388888889","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43309.77847222222"
"43309.6625","4.0","4 h ","Town of Amherst, MA","BA Main","43309.82916666667"
"43309.66111111111","0.5","30 m ","Town of Amherst, MA","BA Main","43309.68194444444"
"43309.65902777778","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.71111111111"
"43309.65902777778","0.5","30 m ","Town of Amherst, MA","SP Main","43309.67986111111"
"43309.654861111114","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.717361111114"
"43309.65416666667","0.4","24 m ","Town of Amherst, MA","SP Main","43309.67083333333"
"43309.65416666667","0.7","42 m ","Town of Amherst, MA","BA Main","43309.683333333334"
"43309.65277777778","0.75","45 m ","Town of Amherst, MA","SP Main","43309.68402777778"
"43309.65","0.5","30 m ","Town of Amherst, MA","BA Main","43309.67083333333"
"43309.638194444444","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43309.69027777778"
"43309.6375","2.25","4 h ","Town of Amherst, MA","SP Main","43309.740277777775"
"43309.62986111111","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.69236111111"
"43309.623611111114","0.5","2 h 45 m ","Town of Amherst, MA","BA Main","43309.64444444444"
"43309.62222222222","0.45","27 m ","Town of Amherst, MA","BA Main","43309.64097222222"
"43309.61597222222","4.0","4 h ","Town of Amherst, MA","BA Main","43309.782638888886"
"43309.61388888889","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43309.665972222225"
"43309.61388888889","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.665972222225"
"43309.6125","1.15","1 h 9 m ","Town of Amherst, MA","BA Main","43309.660416666666"
"43309.611805555556","0.5","30 m ","Town of Amherst, MA","SP Main","43309.63263888889"
"43309.61111111111","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.67361111111"
"43309.60555555556","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43309.657638888886"
"43309.603472222225","3.5","3 h 30 m ","Town of Amherst, MA","SP Main","43309.74930555555"
"43309.60138888889","1.0","1 h ","Town of Amherst, MA","BA Main","43309.643055555556"
"43309.59305555555","1.8","1 h 48 m ","Town of Amherst, MA","SP Main","43309.66805555556"
"43309.586805555555","3.25","3 h 15 m ","Town of Amherst, MA","BA Main","43309.72222222222"
"43309.58472222222","1.0","1 h ","Town of Amherst, MA","BA Main","43309.626388888886"
"43309.58472222222","0.5","30 m ","Town of Amherst, MA","SP Main","43309.60555555556"
"43309.58125","3.0","3 h ","Town of Amherst, MA","BA Main","43309.70625"
"43309.57986111111","2.0","2 h ","Town of Amherst, MA","BA Main","43309.663194444445"
"43309.57847222222","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.63055555556"
"43309.57847222222","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43309.63055555556"
"43309.57708333333","3.0","3 h ","Town of Amherst, MA","SP Main","43309.70208333333"
"43309.57708333333","3.0","3 h ","Town of Amherst, MA","BA Main","43309.70208333333"
"43309.575694444444","4.0","4 h ","Town of Amherst, MA","SP Main","43309.74236111111"
"43309.575","0.25","15 m ","Town of Amherst, MA","SP Main","43309.58541666667"
"43309.57361111111","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43309.646527777775"
"43309.57361111111","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43309.677777777775"
"43309.572222222225","0.5","30 m ","Town of Amherst, MA","BA Main","43309.59305555555"
"43309.569444444445","2.0","2 h ","Town of Amherst, MA","SP Main","43309.65277777778"
"43309.56875","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43309.67291666667"
"43309.566666666666","1.6","1 h 36 m ","Town of Amherst, MA","SP Main","43309.63333333333"
"43309.56527777778","1.45","1 h 27 m ","Town of Amherst, MA","BA Main","43309.62569444445"
"43309.55902777778","4.0","4 h ","Town of Amherst, MA","SP Main","43309.725694444445"
"43309.55763888889","0.6","36 m ","Town of Amherst, MA","SP Main","43309.58263888889"
"43309.555555555555","0.75","45 m ","Town of Amherst, MA","BA Main","43309.586805555555"
"43309.55069444444","0.65","1 h 54 m ","Town of Amherst, MA","BA Main","43309.59305555555"
"43309.55","0.5","30 m ","Town of Amherst, MA","SP Main","43309.57083333333"
"43309.549305555556","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43309.65347222222"
"43309.549305555556","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43309.60138888889"
"43309.54791666667","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.61041666667"
"43309.54583333333","4.0","4 h ","Town of Amherst, MA","BA Main","43309.7125"
"43309.544444444444","2.0","2 h ","Town of Amherst, MA","SP Main","43309.62777777778"
"43309.54305555556","0.5","30 m ","Town of Amherst, MA","SP Main","43309.563888888886"
"43309.541666666664","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43309.614583333336"
"43309.53472222222","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.59722222222"
"43309.53472222222","1.0","1 h ","Town of Amherst, MA","SP Main","43309.57638888889"
"43309.53333333333","4.0","4 h ","Town of Amherst, MA","BA Main","43309.7"
"43309.532638888886","0.5","30 m ","Town of Amherst, MA","BA Main","43309.55347222222"
"43309.53055555555","0.25","2 h 15 m ","Town of Amherst, MA","BA Main","43309.623611111114"
"43309.529861111114","2.0","2 h ","Town of Amherst, MA","BA Main","43309.61319444444"
"43309.52777777778","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43309.631944444445"
"43309.52361111111","0.5","30 m ","Town of Amherst, MA","BA Main","43309.544444444444"
"43309.520833333336","1.0","1 h ","Town of Amherst, MA","BA Main","43309.5625"
"43309.52013888889","0.55","33 m ","Town of Amherst, MA","BA Main","43309.54305555556"
"43309.52013888889","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.58263888889"
"43309.51875","0.7","42 m ","Town of Amherst, MA","SP Main","43309.54791666667"
"43309.51527777778","0.75","45 m ","Town of Amherst, MA","BA Main","43309.54652777778"
"43309.51388888889","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.56597222222"
"43309.50763888889","1.45","1 h 27 m ","Town of Amherst, MA","BA Main","43309.56805555556"
"43309.50625","0.5","30 m ","Town of Amherst, MA","BA Main","43309.527083333334"
"43309.50347222222","1.0","1 h ","Town of Amherst, MA","BA Main","43309.54513888889"
"43309.50069444445","0.65","39 m ","Town of Amherst, MA","BA Main","43309.52777777778"
"43309.5","4.0","4 h ","Town of Amherst, MA","BA Main","43309.666666666664"
"43309.49791666667","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.56041666667"
"43309.49652777778","0.45","27 m ","Town of Amherst, MA","BA Main","43309.51527777778"
"43309.49652777778","4.0","4 h ","Town of Amherst, MA","SP Main","43309.663194444445"
"43309.49375","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43309.60833333333"
"43309.49166666667","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.54375"
"43309.49097222222","4.0","4 h ","Town of Amherst, MA","BA Main","43309.657638888886"
"43309.48888888889","0.5","30 m ","Town of Amherst, MA","BA Main","43309.509722222225"
"43309.48819444444","0.25","15 m ","Town of Amherst, MA","BA Main","43309.498611111114"
"43309.486805555556","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.53888888889"
"43309.486805555556","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.549305555556"
"43309.48611111111","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43309.55902777778"
"43309.48472222222","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.54722222222"
"43309.48333333333","2.0","2 h ","Town of Amherst, MA","BA Main","43309.566666666666"
"43309.475694444445","0.5","30 m ","Town of Amherst, MA","BA Main","43309.49652777778"
"43309.475","2.0","2 h ","Town of Amherst, MA","BA Main","43309.558333333334"
"43309.47430555556","0.5","30 m ","Town of Amherst, MA","BA Main","43309.49513888889"
"43309.472916666666","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43309.57708333333"
"43309.47083333333","0.5","30 m ","Town of Amherst, MA","BA Main","43309.49166666667"
"43309.470138888886","3.5","3 h 30 m ","Town of Amherst, MA","BA Main","43309.61597222222"
"43309.470138888886","0.5","30 m ","Town of Amherst, MA","SP Main","43309.49097222222"
"43309.46944444445","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43309.54236111111"
"43309.46666666667","2.0","2 h ","Town of Amherst, MA","SP Main","43309.55"
"43309.464583333334","0.5","30 m ","Town of Amherst, MA","BA Main","43309.48541666667"
"43309.46388888889","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43309.55763888889"
"43309.459027777775","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.51111111111"
"43309.45694444444","4.0","4 h ","Town of Amherst, MA","BA Main","43309.623611111114"
"43309.45416666667","4.0","4 h ","Town of Amherst, MA","SP Main","43309.620833333334"
"43309.45277777778","0.5","30 m ","Town of Amherst, MA","BA Main","43309.47361111111"
"43309.45138888889","0.5","30 m ","Town of Amherst, MA","BA Main","43309.47222222222"
"43309.44652777778","0.5","30 m ","Town of Amherst, MA","SP Main","43309.467361111114"
"43309.44513888889","4.0","4 h ","Town of Amherst, MA","BA Main","43309.611805555556"
"43309.44375","1.0","1 h ","Town of Amherst, MA","BA Main","43309.48541666667"
"43309.44305555556","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43309.51597222222"
"43309.441666666666","1.1","1 h 6 m ","Town of Amherst, MA","BA Main","43309.4875"
"43309.436111111114","0.75","45 m ","Town of Amherst, MA","SP Main","43309.467361111114"
"43309.43472222222","2.0","2 h ","Town of Amherst, MA","BA Main","43309.518055555556"
"43309.43402777778","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.48611111111"
"43309.433333333334","3.25","3 h 15 m ","Town of Amherst, MA","BA Main","43309.56875"
"43309.43194444444","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43309.54652777778"
"43309.430555555555","0.5","30 m ","Town of Amherst, MA","BA Main","43309.45138888889"
"43309.42986111111","0.5","1 h 30 m ","Town of Amherst, MA","SP Main","43309.45416666667"
"43309.42916666667","1.0","1 h ","Town of Amherst, MA","BA Main","43309.47083333333"
"43309.42847222222","1.0","1 h ","Town of Amherst, MA","BA Main","43309.470138888886"
"43309.427777777775","1.0","1 h ","Town of Amherst, MA","SP Main","43309.46944444445"
"43309.427083333336","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.489583333336"
"43309.42291666667","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43309.495833333334"
"43309.42222222222","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.47430555556"
"43309.42013888889","1.0","1 h ","Town of Amherst, MA","BA Main","43309.461805555555"
"43309.41736111111","0.25","15 m ","Town of Amherst, MA","BA Main","43309.427777777775"
"43309.416666666664","1.0","1 h ","Town of Amherst, MA","SP Main","43309.458333333336"
"43309.416666666664","0.3","18 m ","Town of Amherst, MA","BA Main","43309.42916666667"
"43309.41180555556","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.46388888889"
"43309.41180555556","0.75","45 m ","Town of Amherst, MA","SP Main","43309.44305555556"
"43309.410416666666","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43309.48333333333"
"43309.40972222222","0.55","33 m ","Town of Amherst, MA","BA Main","43309.43263888889"
"43309.40833333333","4.0","4 h ","Town of Amherst, MA","BA Main","43309.575"
"43309.40833333333","0.5","30 m ","Town of Amherst, MA","SP Main","43309.42916666667"
"43309.40694444445","0.25","15 m ","Town of Amherst, MA","BA Main","43309.41736111111"
"43309.40625","1.0","1 h ","Town of Amherst, MA","BA Main","43309.447916666664"
"43309.40277777778","3.25","3 h 15 m ","Town of Amherst, MA","BA Main","43309.538194444445"
"43309.40277777778","2.0","2 h ","Town of Amherst, MA","SP Main","43309.48611111111"
"43309.402083333334","1.0","1 h ","Town of Amherst, MA","BA Main","43309.44375"
"43309.40069444444","2.0","2 h ","Town of Amherst, MA","BA Main","43309.48402777778"
"43309.395833333336","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43309.489583333336"
"43309.395833333336","0.5","30 m ","Town of Amherst, MA","SP Main","43309.416666666664"
"43309.39513888889","0.25","15 m ","Town of Amherst, MA","BA Main","43309.40555555555"
"43309.39375","1.0","1 h ","Town of Amherst, MA","BA Main","43309.43541666667"
"43309.39166666667","1.0","1 h ","Town of Amherst, MA","SP Main","43309.433333333334"
"43309.39097222222","1.0","1 h ","Town of Amherst, MA","SP Main","43309.43263888889"
"43309.38958333333","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.45208333333"
"43309.39027777778","0.3","18 m ","Town of Amherst, MA","SP Main","43309.40277777778"
"43309.38888888889","0.5","30 m ","Town of Amherst, MA","BA Main","43309.40972222222"
"43309.388194444444","0.75","45 m ","Town of Amherst, MA","BA Main","43309.419444444444"
"43309.3875","0.35","21 m ","Town of Amherst, MA","SP Main","43309.402083333334"
"43309.38263888889","0.5","30 m ","Town of Amherst, MA","BA Main","43309.40347222222"
"43309.37777777778","0.75","45 m ","Town of Amherst, MA","BA Main","43309.40902777778"
"43309.37569444445","0.55","33 m ","Town of Amherst, MA","BA Main","43309.39861111111"
"43309.375","0.25","15 m ","Town of Amherst, MA","SP Main","43309.385416666664"
"43309.37291666667","0.5","30 m ","Town of Amherst, MA","SP Main","43309.39375"
"43309.37152777778","2.0","2 h ","Town of Amherst, MA","BA Main","43309.45486111111"
"43309.36736111111","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43309.481944444444"
"43309.364583333336","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.416666666664"
"43309.35972222222","0.25","15 m ","Town of Amherst, MA","BA Main","43309.37013888889"
"43309.35833333333","0.25","15 m ","Town of Amherst, MA","BA Main","43309.36875"
"43309.35486111111","0.5","30 m ","Town of Amherst, MA","SP Main","43309.37569444445"
"43309.354166666664","1.0","1 h ","Town of Amherst, MA","SP Main","43309.395833333336"
"43309.35277777778","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43309.41527777778"
"43309.345138888886","0.5","30 m ","Town of Amherst, MA","SP Main","43309.36597222222"
"43309.34444444445","0.25","15 m ","Town of Amherst, MA","SP Main","43309.35486111111"
"43309.32847222222","0.5","30 m ","Town of Amherst, MA","SP Main","43309.34930555556"
"43309.31597222222","2.25","2 h 15 m ","Town of Amherst, MA","SP Main","43309.40972222222"
"43309.31527777778","1.0","1 h ","Town of Amherst, MA","BA Main","43309.356944444444"
"43309.3125","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43309.364583333336"
