"Terminal Date","Amount","Paid Duration","Park","Meter Description","End Date"
"43315.51458333333","0.5","30 m ","Town of Amherst, MA","SP Main","43315.535416666666"
"43315.51388888889","1.0","1 h ","Town of Amherst, MA","BA Main","43315.555555555555"
"43315.51388888889","1.0","1 h ","Town of Amherst, MA","SP Main","43315.555555555555"
"43315.50763888889","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43315.57013888889"
"43315.50625","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.558333333334"
"43315.506944444445","1.3","1 h 18 m ","Town of Amherst, MA","BA Main","43315.561111111114"
"43315.504166666666","0.25","15 m ","Town of Amherst, MA","BA Main","43315.51458333333"
"43315.50208333333","2.0","2 h ","Town of Amherst, MA","BA Main","43315.58541666667"
"43315.49791666667","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43315.56041666667"
"43315.498611111114","3.0","3 h ","Town of Amherst, MA","BA Main","43315.623611111114"
"43315.49722222222","3.0","3 h ","Town of Amherst, MA","BA Main","43315.62222222222"
"43315.49652777778","0.75","45 m ","Town of Amherst, MA","BA Main","43315.52777777778"
"43315.495833333334","0.25","15 m ","Town of Amherst, MA","BA Main","43315.50625"
"43315.49513888889","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43315.58888888889"
"43315.49166666667","0.25","1 h ","Town of Amherst, MA","BA Main","43315.50277777778"
"43315.49097222222","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43315.563888888886"
"43315.49097222222","1.0","1 h ","Town of Amherst, MA","BA Main","43315.532638888886"
"43315.489583333336","2.0","2 h ","Town of Amherst, MA","SP Main","43315.572916666664"
"43315.490277777775","0.5","30 m ","Town of Amherst, MA","BA Main","43315.51111111111"
"43315.48888888889","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43315.56180555555"
"43315.4875","0.5","30 m ","Town of Amherst, MA","SP Main","43315.50833333333"
"43315.486805555556","1.0","1 h ","Town of Amherst, MA","BA Main","43315.52847222222"
"43315.48125","0.5","30 m ","Town of Amherst, MA","SP Main","43315.50208333333"
"43315.47638888889","2.0","2 h ","Town of Amherst, MA","BA Main","43315.55972222222"
"43315.47430555556","0.25","15 m ","Town of Amherst, MA","BA Main","43315.48472222222"
"43315.47152777778","0.3","18 m ","Town of Amherst, MA","BA Main","43315.48402777778"
"43315.46805555555","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43315.540972222225"
"43315.467361111114","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.51944444444"
"43315.46388888889","2.0","2 h ","Town of Amherst, MA","SP Main","43315.54722222222"
"43315.46388888889","0.75","45 m ","Town of Amherst, MA","BA Main","43315.49513888889"
"43315.461805555555","2.0","2 h ","Town of Amherst, MA","BA Main","43315.54513888889"
"43315.46111111111","0.75","45 m ","Town of Amherst, MA","BA Main","43315.49236111111"
"43315.45972222222","4.0","4 h ","Town of Amherst, MA","BA Main","43315.626388888886"
"43315.45694444444","0.5","30 m ","Town of Amherst, MA","SP Main","43315.47777777778"
"43315.44583333333","4.0","4 h ","Town of Amherst, MA","SP Main","43315.6125"
"43315.44027777778","0.5","30 m ","Town of Amherst, MA","SP Main","43315.46111111111"
"43315.43958333333","4.0","4 h ","Town of Amherst, MA","BA Main","43315.60625"
"43315.419444444444","0.15","9 m ","Town of Amherst, MA","BA Main","43315.42569444444"
"43315.41388888889","0.5","30 m ","Town of Amherst, MA","BA Main","43315.43472222222"
"43315.4125","1.0","1 h ","Town of Amherst, MA","BA Main","43315.45416666667"
"43315.40902777778","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43315.46111111111"
"43315.39861111111","2.0","2 h ","Town of Amherst, MA","BA Main","43315.481944444444"
"43315.39166666667","0.75","45 m ","Town of Amherst, MA","BA Main","43315.42291666667"
"43315.37847222222","4.0","4 h ","Town of Amherst, MA","BA Main","43315.54513888889"
"43315.37569444445","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43315.43819444445"
"43315.36944444444","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43315.43194444444"
"43315.36319444444","1.95","1 h 57 m ","Town of Amherst, MA","BA Main","43315.444444444445"
"43315.35555555556","0.25","15 m ","Town of Amherst, MA","SP Main","43315.36597222222"
"43315.35208333333","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43315.40416666667"
"43315.336805555555","1.2","1 h 12 m ","Town of Amherst, MA","BA Main","43315.38680555556"
"43315.33263888889","0.7","42 m ","Town of Amherst, MA","BA Main","43315.361805555556"
"43315.32152777778","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43315.38402777778"
"43314.86041666667","0.5","30 m ","Town of Amherst, MA","SP Main","43314.88125"
"43314.854166666664","0.5","30 m ","Town of Amherst, MA","BA Main","43314.875"
"43314.82152777778","0.25","15 m ","Town of Amherst, MA","BA Main","43314.83194444444"
"43314.81736111111","0.5","30 m ","Town of Amherst, MA","BA Main","43314.83819444444"
"43314.799305555556","1.0","1 h ","Town of Amherst, MA","BA Main","43314.84097222222"
"43314.79652777778","1.0","1 h ","Town of Amherst, MA","BA Main","43314.83819444444"
"43314.790972222225","1.0","1 h ","Town of Amherst, MA","BA Main","43314.83263888889"
"43314.78888888889","0.25","15 m ","Town of Amherst, MA","SP Main","43314.799305555556"
"43314.7875","0.5","30 m ","Town of Amherst, MA","BA Main","43314.808333333334"
"43314.78680555556","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43314.83888888889"
"43314.785416666666","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.8375"
"43314.78333333333","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43314.84583333333"
"43314.779861111114","1.2","1 h 12 m ","Town of Amherst, MA","BA Main","43314.82986111111"
"43314.77777777778","0.5","30 m ","Town of Amherst, MA","BA Main","43314.79861111111"
"43314.775","2.0","2 h ","Town of Amherst, MA","SP Main","43314.85833333333"
"43314.77291666667","2.0","2 h ","Town of Amherst, MA","BA Main","43314.85625"
"43314.75347222222","2.0","2 h ","Town of Amherst, MA","BA Main","43314.836805555555"
"43314.745833333334","2.1","2 h 6 m ","Town of Amherst, MA","BA Main","43314.833333333336"
"43314.740277777775","1.05","1 h 3 m ","Town of Amherst, MA","SP Main","43314.78402777778"
"43314.73541666667","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.7875"
"43314.73541666667","2.25","2 h 15 m ","Town of Amherst, MA","SP Main","43314.82916666667"
"43314.73333333333","1.0","1 h ","Town of Amherst, MA","BA Main","43314.775"
"43314.73263888889","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43314.836805555555"
"43314.73125","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43314.79375"
"43314.73125","1.0","1 h ","Town of Amherst, MA","BA Main","43314.77291666667"
"43314.72986111111","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43314.79236111111"
"43314.729166666664","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43314.791666666664"
"43314.72708333333","1.0","1 h ","Town of Amherst, MA","BA Main","43314.76875"
"43314.72430555556","0.25","15 m ","Town of Amherst, MA","SP Main","43314.73472222222"
"43314.71388888889","1.2","1 h 12 m ","Town of Amherst, MA","SP Main","43314.76388888889"
"43314.71388888889","1.0","1 h ","Town of Amherst, MA","BA Main","43314.75555555556"
"43314.7125","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43314.816666666666"
"43314.70972222222","2.65","2 h 39 m ","Town of Amherst, MA","SP Main","43314.82013888889"
"43314.709027777775","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.76111111111"
"43314.70763888889","0.6","36 m ","Town of Amherst, MA","BA Main","43314.73263888889"
"43314.70625","4.0","4 h ","Town of Amherst, MA","BA Main","43314.87291666667"
"43314.70347222222","0.25","15 m ","Town of Amherst, MA","SP Main","43314.71388888889"
"43314.70138888889","3.25","3 h 15 m ","Town of Amherst, MA","SP Main","43314.836805555555"
"43314.7","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43314.77291666667"
"43314.69930555556","0.5","30 m ","Town of Amherst, MA","BA Main","43314.720138888886"
"43314.69583333333","1.15","1 h 9 m ","Town of Amherst, MA","BA Main","43314.74375"
"43314.694444444445","1.0","1 h ","Town of Amherst, MA","BA Main","43314.73611111111"
"43314.69305555556","0.5","30 m ","Town of Amherst, MA","BA Main","43314.71388888889"
"43314.69097222222","3.5","3 h 30 m ","Town of Amherst, MA","SP Main","43314.836805555555"
"43314.68958333333","2.0","2 h ","Town of Amherst, MA","BA Main","43314.77291666667"
"43314.688888888886","1.5","3 h ","Town of Amherst, MA","BA Main","43314.81319444445"
"43314.6875","0.5","30 m ","Town of Amherst, MA","SP Main","43314.708333333336"
"43314.68819444445","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43314.75069444445"
"43314.68680555555","0.9","54 m ","Town of Amherst, MA","SP Main","43314.72430555556"
"43314.686111111114","0.25","15 m ","Town of Amherst, MA","BA Main","43314.69652777778"
"43314.68541666667","0.75","45 m ","Town of Amherst, MA","SP Main","43314.71666666667"
"43314.68402777778","1.0","1 h ","Town of Amherst, MA","BA Main","43314.725694444445"
"43314.680555555555","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.73263888889"
"43314.67916666667","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43314.79375"
"43314.67638888889","1.25","1 h 45 m ","Town of Amherst, MA","BA Main","43314.74444444444"
"43314.675","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.72708333333"
"43314.67152777778","0.5","30 m ","Town of Amherst, MA","BA Main","43314.69236111111"
"43314.66805555556","0.25","15 m ","Town of Amherst, MA","SP Main","43314.67847222222"
"43314.66805555556","0.25","27 m ","Town of Amherst, MA","BA Main","43314.67986111111"
"43314.66736111111","0.25","15 m ","Town of Amherst, MA","BA Main","43314.677777777775"
"43314.66458333333","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43314.71666666667"
"43314.66388888889","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43314.71597222222"
"43314.663194444445","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43314.71527777778"
"43314.660416666666","4.0","4 h ","Town of Amherst, MA","SP Main","43314.82708333333"
"43314.66111111111","0.2","12 m ","Town of Amherst, MA","BA Main","43314.669444444444"
"43314.65902777778","2.0","2 h ","Town of Amherst, MA","BA Main","43314.74236111111"
"43314.65694444445","4.0","4 h ","Town of Amherst, MA","BA Main","43314.82361111111"
"43314.652083333334","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43314.75625"
"43314.65","1.0","1 h 30 m ","Town of Amherst, MA","BA Main","43314.70486111111"
"43314.64791666667","1.0","1 h ","Town of Amherst, MA","BA Main","43314.68958333333"
"43314.64722222222","1.0","1 h ","Town of Amherst, MA","BA Main","43314.688888888886"
"43314.646527777775","1.0","1 h ","Town of Amherst, MA","BA Main","43314.68819444445"
"43314.64236111111","0.5","30 m ","Town of Amherst, MA","BA Main","43314.663194444445"
"43314.64027777778","1.0","1 h ","Town of Amherst, MA","BA Main","43314.68194444444"
"43314.626388888886","0.75","45 m ","Town of Amherst, MA","BA Main","43314.657638888886"
"43314.620833333334","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43314.67291666667"
"43314.61388888889","2.0","2 h ","Town of Amherst, MA","SP Main","43314.697222222225"
"43314.61388888889","0.5","30 m ","Town of Amherst, MA","BA Main","43314.634722222225"
"43314.6125","0.55","33 m ","Town of Amherst, MA","SP Main","43314.635416666664"
"43314.60902777778","0.75","45 m ","Town of Amherst, MA","BA Main","43314.64027777778"
"43314.60208333333","0.25","15 m ","Town of Amherst, MA","SP Main","43314.6125"
"43314.60208333333","0.5","30 m ","Town of Amherst, MA","BA Main","43314.62291666667"
"43314.59930555556","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43314.65138888889"
"43314.59930555556","1.0","1 h ","Town of Amherst, MA","BA Main","43314.64097222222"
"43314.59652777778","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43314.64861111111"
"43314.59444444445","0.25","15 m ","Town of Amherst, MA","BA Main","43314.60486111111"
"43314.59097222222","1.0","1 h ","Town of Amherst, MA","BA Main","43314.63263888889"
"43314.58888888889","0.25","15 m ","Town of Amherst, MA","BA Main","43314.59930555556"
"43314.58611111111","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43314.638194444444"
"43314.58611111111","0.5","30 m ","Town of Amherst, MA","BA Main","43314.606944444444"
"43314.584027777775","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43314.646527777775"
"43314.58263888889","0.5","30 m ","Town of Amherst, MA","SP Main","43314.603472222225"
"43314.58263888889","0.85","2 h 9 m ","Town of Amherst, MA","BA Main","43314.62986111111"
"43314.57916666667","0.5","30 m ","Town of Amherst, MA","BA Main","43314.6"
"43314.57777777778","0.5","30 m ","Town of Amherst, MA","BA Main","43314.59861111111"
"43314.572222222225","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43314.634722222225"
"43314.566666666666","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.61875"
"43314.56527777778","4.0","4 h ","Town of Amherst, MA","SP Main","43314.731944444444"
"43314.56458333333","4.0","4 h ","Town of Amherst, MA","BA Main","43314.73125"
"43314.55902777778","0.1","6 m ","Town of Amherst, MA","BA Main","43314.56319444445"
"43314.558333333334","0.5","30 m ","Town of Amherst, MA","BA Main","43314.57916666667"
"43314.55625","1.8","1 h 48 m ","Town of Amherst, MA","BA Main","43314.63125"
"43314.555555555555","0.5","30 m ","Town of Amherst, MA","SP Main","43314.57638888889"
"43314.552083333336","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.604166666664"
"43314.55","1.0","1 h ","Town of Amherst, MA","BA Main","43314.59166666667"
"43314.549305555556","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43314.611805555556"
"43314.54861111111","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43314.61111111111"
"43314.541666666664","0.25","15 m ","Town of Amherst, MA","BA Main","43314.552083333336"
"43314.540972222225","4.0","4 h ","Town of Amherst, MA","SP Main","43314.70763888889"
"43314.54027777778","1.3","1 h 18 m ","Town of Amherst, MA","BA Main","43314.59444444445"
"43314.53958333333","0.5","30 m ","Town of Amherst, MA","BA Main","43314.56041666667"
"43314.535416666666","0.75","45 m ","Town of Amherst, MA","SP Main","43314.566666666666"
"43314.53402777778","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43314.59652777778"
"43314.53472222222","0.75","45 m ","Town of Amherst, MA","BA Main","43314.56597222222"
"43314.53333333333","0.35","21 m ","Town of Amherst, MA","BA Main","43314.54791666667"
"43314.520833333336","1.0","1 h ","Town of Amherst, MA","BA Main","43314.5625"
"43314.51527777778","1.2","1 h 12 m ","Town of Amherst, MA","SP Main","43314.56527777778"
"43314.513194444444","2.0","2 h ","Town of Amherst, MA","BA Main","43314.59652777778"
"43314.5125","1.4","1 h 24 m ","Town of Amherst, MA","BA Main","43314.57083333333"
"43314.509722222225","0.75","45 m ","Town of Amherst, MA","SP Main","43314.540972222225"
"43314.50902777778","0.5","30 m ","Town of Amherst, MA","SP Main","43314.529861111114"
"43314.50833333333","0.5","30 m ","Town of Amherst, MA","SP Main","43314.52916666667"
"43314.506944444445","0.5","30 m ","Town of Amherst, MA","SP Main","43314.52777777778"
"43314.50486111111","0.75","45 m ","Town of Amherst, MA","SP Main","43314.53611111111"
"43314.50347222222","0.95","57 m ","Town of Amherst, MA","SP Main","43314.54305555556"
"43314.504166666666","0.25","15 m ","Town of Amherst, MA","BA Main","43314.51458333333"
"43314.50277777778","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.55486111111"
"43314.501388888886","2.0","2 h ","Town of Amherst, MA","SP Main","43314.58472222222"
"43314.49722222222","0.75","45 m ","Town of Amherst, MA","BA Main","43314.52847222222"
"43314.49652777778","0.5","30 m ","Town of Amherst, MA","BA Main","43314.51736111111"
"43314.49513888889","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43314.54722222222"
"43314.493055555555","0.75","45 m ","Town of Amherst, MA","SP Main","43314.524305555555"
"43314.49166666667","0.5","30 m ","Town of Amherst, MA","SP Main","43314.5125"
"43314.48472222222","0.3","18 m ","Town of Amherst, MA","SP Main","43314.49722222222"
"43314.48125","1.0","1 h ","Town of Amherst, MA","SP Main","43314.52291666667"
"43314.475","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43314.57916666667"
"43314.47152777778","0.5","30 m ","Town of Amherst, MA","BA Main","43314.49236111111"
"43314.46527777778","0.25","15 m ","Town of Amherst, MA","BA Main","43314.475694444445"
"43314.461805555555","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43314.524305555555"
"43314.45972222222","0.25","15 m ","Town of Amherst, MA","BA Main","43314.470138888886"
"43314.45416666667","1.0","1 h ","Town of Amherst, MA","SP Main","43314.495833333334"
"43314.45","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43314.5125"
"43314.44375","0.5","30 m ","Town of Amherst, MA","BA Main","43314.464583333334"
"43314.438888888886","1.0","1 h ","Town of Amherst, MA","BA Main","43314.48055555556"
"43314.41875","0.35","21 m ","Town of Amherst, MA","BA Main","43314.433333333334"
"43314.415972222225","0.5","30 m ","Town of Amherst, MA","BA Main","43314.43680555555"
"43314.40694444445","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43314.51111111111"
"43314.40625","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43314.46875"
"43314.39861111111","0.5","30 m ","Town of Amherst, MA","BA Main","43314.419444444444"
"43314.365277777775","0.75","45 m ","Town of Amherst, MA","BA Main","43314.396527777775"
"43314.36388888889","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43314.42638888889"
"43314.354166666664","1.05","1 h 3 m ","Town of Amherst, MA","BA Main","43314.39791666667"
"43314.350694444445","0.5","30 m ","Town of Amherst, MA","BA Main","43314.37152777778"
"43314.333333333336","0.5","30 m ","Town of Amherst, MA","SP Main","43314.354166666664"
"43314.33194444444","0.5","30 m ","Town of Amherst, MA","BA Main","43314.35277777778"
"43313.81527777778","0.45","27 m ","Town of Amherst, MA","BA Main","43313.834027777775"
"43313.80972222222","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43313.87222222222"
"43313.80625","0.5","1 h ","Town of Amherst, MA","SP Main","43313.84652777778"
"43313.80486111111","0.75","45 m ","Town of Amherst, MA","BA Main","43313.83611111111"
"43313.80486111111","0.5","30 m ","Town of Amherst, MA","SP Main","43313.825694444444"
"43313.80069444444","0.5","30 m ","Town of Amherst, MA","BA Main","43313.82152777778"
"43313.79513888889","0.75","4 h ","Town of Amherst, MA","SP Main","43313.839583333334"
"43313.788194444445","0.8","48 m ","Town of Amherst, MA","BA Main","43313.82152777778"
"43313.78611111111","1.0","1 h ","Town of Amherst, MA","SP Main","43313.82777777778"
"43313.785416666666","0.65","1 h 54 m ","Town of Amherst, MA","SP Main","43313.83472222222"
"43313.78402777778","2.25","2 h 15 m ","Town of Amherst, MA","SP Main","43313.87777777778"
"43313.78333333333","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43313.85625"
"43313.782638888886","0.6","3 h 33 m ","Town of Amherst, MA","SP Main","43313.864583333336"
"43313.774305555555","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43313.84722222222"
"43313.77013888889","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43313.83263888889"
"43313.76597222222","0.25","15 m ","Town of Amherst, MA","BA Main","43313.77638888889"
"43313.763194444444","0.5","30 m ","Town of Amherst, MA","BA Main","43313.78402777778"
"43313.763194444444","2.0","2 h ","Town of Amherst, MA","SP Main","43313.84652777778"
"43313.76180555556","2.0","2 h ","Town of Amherst, MA","BA Main","43313.845138888886"
"43313.76111111111","2.0","2 h ","Town of Amherst, MA","BA Main","43313.84444444445"
"43313.759722222225","1.3","1 h 18 m ","Town of Amherst, MA","BA Main","43313.813888888886"
"43313.75555555556","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43313.80763888889"
"43313.75486111111","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43313.81736111111"
"43313.74930555555","0.25","15 m ","Town of Amherst, MA","BA Main","43313.759722222225"
"43313.74722222222","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43313.80972222222"
"43313.74513888889","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43313.79722222222"
"43313.73888888889","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43313.790972222225"
"43313.73611111111","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43313.82986111111"
"43313.73611111111","2.0","2 h ","Town of Amherst, MA","SP Main","43313.819444444445"
"43313.73541666667","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43313.808333333334"
"43313.73402777778","1.0","1 h ","Town of Amherst, MA","BA Main","43313.77569444444"
"43313.72777777778","0.5","30 m ","Town of Amherst, MA","BA Main","43313.748611111114"
"43313.72708333333","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43313.83125"
"43313.72638888889","0.65","39 m ","Town of Amherst, MA","BA Main","43313.75347222222"
"43313.725","3.0","3 h ","Town of Amherst, MA","BA Main","43313.85"
